time, signal, bids, asks, maxclose120h, target
1392508800, 0, 1.37119, 1.37135, 1.37621, 0.3544366572101668
1391990400, 0, 1.36643, 1.36662, 1.36918, 0.187349516623619
1391904000, 0, 1.36234, 1.3625, 1.36785, 0.3927066664709225
1391731200, 0, 1.36342, 1.36402, 1.36643, 0.1767613794722113
1391644800, 0, 1.35923, 1.3598, 1.36643, 0.4877761673888993
1391126400, 0, 1.34849, 1.3489, 1.3533, 0.3262908883269405
1391040000, 0, 1.35506, 1.35539, 1.35222, -0.2339379806060171
1390953600, 0, 1.36488, 1.3663, 1.35506, -0.8235156204208368
1390867200, 0, 1.36564, 1.36696, 1.36488, -0.1523095398494539
1390780800, 0, 1.36718, 1.36742, 1.36564, -0.1301949999268651
1390694400, 0, 1.36824, 1.3684, 1.36718, -0.08916564345436465
1390521600, 0, 1.36752, 1.36792, 1.36824, 0.02340002340003056
1390435200, 0, 1.36837, 1.36883, 1.36824, -0.04311699321089094
1389916800, 0, 1.35405, 1.35428, 1.35663, 0.1735534138325819
1389830400, 0, 1.3611, 1.36151, 1.35663, -0.358533539049298
1389744000, 0, 1.36171, 1.36193, 1.3611, -0.06095277261679127
1389657600, 0, 1.36391, 1.36418, 1.36171, -0.1810969932033618
1389571200, 0, 1.36604, 1.36662, 1.36391, -0.1983836490878738
1389484800, 0, 1.36726, 1.36742, 1.36604, -0.1009317905884716
1389312000, 0, 1.36665, 1.3673, 1.36726, -0.002926864961770754
1389225600, 0, 1.36069, 1.36095, 1.36726, 0.4637353107614547
1389052800, 0, 1.36273, 1.36306, 1.36726, 0.3082048534926201
1388966400, 0, 1.36288, 1.36316, 1.36665, 0.2560753698051018
1388880000, 0, 1.35839, 1.35855, 1.36288, 0.3187597081839654
1388707200, 0, 1.35874, 1.35902, 1.36288, 0.2840867274092155
1388620800, 0, 1.36634, 1.3667, 1.36288, -0.2795790213270441
1388534400, 0, 1.37647, 1.37824, 1.36634, -0.8645302839873024
