Signal, Bid (sell price), Ask (buy price), Max Close in 240 Hour(s), Target, Time
0, 1.29608, 1.29642, 1.29656, 0.01080180235788138, 2012.10.30 00:00:00
0, 1.29095, 1.29115, 1.29656, 0.4190712266160513, 2012.10.29 00:00:00
0, 1.29265, 1.29282, 1.29656, 0.2893281243956101, 2012.10.28 00:00:00
0, 1.29385, 1.29455, 1.29656, 0.155350311087071, 2012.10.26 00:00:00
0, 1.29508, 1.29554, 1.29656, 0.07875961330574334, 2012.10.25 00:00:00
0, 1.29815, 1.29852, 1.29656, -0.1509840927473854, 2012.10.24 00:00:00
0, 1.2983, 1.2986, 1.29815, -0.0346607101594269, 2012.10.23 00:00:00
0, 1.30528, 1.30558, 1.2983, -0.5577347389065911, 2012.10.22 00:00:00
0, 1.30477, 1.30509, 1.30528, 0.01456195344772737, 2012.10.21 00:00:00
0, 1.3023, 1.3026, 1.30528, 0.2057897565845055, 2012.10.19 00:00:00
0, 1.30608, 1.30638, 1.30528, -0.08422148719834166, 2012.10.18 00:00:00
0, 1.31068, 1.31098, 1.30608, -0.3738517410809583, 2012.10.17 00:00:00
0, 1.30927, 1.30957, 1.31068, 0.08478006828233797, 2012.10.16 00:00:00
1, 1.29678, 1.29709, 1.31068, 1.047980382177393, 2012.10.15 00:00:00
1, 1.28992, 1.29016, 1.31068, 1.590796328454485, 2012.10.14 00:00:00
1, 1.29503, 1.29536, 1.31068, 1.182984177972711, 2012.10.12 00:00:00
1, 1.29263, 1.29293, 1.31068, 1.373169429767231, 2012.10.11 00:00:00
1, 1.28659, 1.28689, 1.31068, 1.849073908548971, 2012.10.10 00:00:00
1, 1.28514, 1.28544, 1.31068, 1.963988359244919, 2012.10.09 00:00:00
1, 1.29765, 1.29795, 1.31068, 0.9810041228374469, 2012.10.08 00:00:00
1, 1.29867, 1.29913, 1.31068, 0.889371433851569, 2012.10.07 00:00:00
0, 1.30391, 1.30446, 1.30927, 0.3688904909080963, 2012.10.05 00:00:00
0, 1.3012, 1.3015, 1.30391, 0.1852136489394423, 2012.10.04 00:00:00
1, 1.29268, 1.29298, 1.30391, 0.8455302162948375, 2012.10.03 00:00:00
1, 1.28969, 1.29001, 1.30391, 1.077778380851214, 2012.10.02 00:00:00
1, 1.29, 1.29039, 1.30391, 1.048062015503891, 2012.10.01 00:00:00
1, 1.28123, 1.28195, 1.30391, 1.713977974290346, 2012.09.30 00:00:00
1, 1.28595, 1.28625, 1.30391, 1.373303783195321, 2012.09.28 00:00:00
1, 1.29345, 1.29375, 1.30391, 0.7854961536974889, 2012.09.27 00:00:00
1, 1.28775, 1.28809, 1.30391, 1.2284993205203, 2012.09.26 00:00:00
1, 1.29008, 1.29043, 1.30391, 1.044896440530815, 2012.09.25 00:00:00
0, 1.29447, 1.29478, 1.3012, 0.4959558738325409, 2012.09.24 00:00:00
0, 1.29365, 1.29396, 1.29447, 0.03942333706953275, 2012.09.23 00:00:00
0, 1.29788, 1.29818, 1.29447, -0.2858507720282214, 2012.09.21 00:00:00
0, 1.29781, 1.29811, 1.29788, -0.01772216272028837, 2012.09.20 00:00:00
0, 1.30223, 1.30257, 1.29788, -0.3601514325426448, 2012.09.19 00:00:00
0, 1.30459, 1.30489, 1.30223, -0.2038954767398268, 2012.09.18 00:00:00
0, 1.30979, 1.31018, 1.30459, -0.4267859733239497, 2012.09.17 00:00:00
0, 1.31253, 1.31283, 1.30979, -0.2316137535903889, 2012.09.16 00:00:00
0, 1.31286, 1.31326, 1.31253, -0.05560379629207374, 2012.09.14 00:00:00
1, 1.30102, 1.30147, 1.31286, 0.8754669413229628, 2012.09.13 00:00:00
1, 1.29136, 1.29181, 1.31286, 1.630064428199728, 2012.09.12 00:00:00
1, 1.28672, 1.28711, 1.31286, 2.001212384978891, 2012.09.11 00:00:00
1, 1.27741, 1.27771, 1.31286, 2.75166156519835, 2012.09.10 00:00:00
1, 1.27853, 1.27873, 1.31286, 2.669471971717536, 2012.09.09 00:00:00
1, 1.28154, 1.28194, 1.31286, 2.412722193610816, 2012.09.07 00:00:00
1, 1.26301, 1.26346, 1.31286, 3.911291280354084, 2012.09.06 00:00:00
1, 1.26107, 1.26151, 1.31286, 4.071938909021704, 2012.09.05 00:00:00
1, 1.25378, 1.25415, 1.31286, 4.682639697554617, 2012.09.04 00:00:00
1, 1.2617, 1.26201, 1.30102, 3.091860188634381, 2012.09.03 00:00:00
1, 1.25774, 1.25804, 1.29136, 2.649196177270343, 2012.09.02 00:00:00
1, 1.25783, 1.25823, 1.28672, 2.265011965050913, 2012.08.31 00:00:00
1, 1.25156, 1.25186, 1.28154, 2.371440442327987, 2012.08.30 00:00:00
1, 1.25369, 1.25399, 1.28154, 2.197512941795834, 2012.08.29 00:00:00
1, 1.25548, 1.25578, 1.28154, 2.051804887373772, 2012.08.28 00:00:00
1, 1.24791, 1.24821, 1.26301, 1.185982963514991, 2012.08.27 00:00:00
1, 1.25069, 1.25099, 1.2617, 0.8563273073263557, 2012.08.26 00:00:00
1, 1.25109, 1.2515, 1.2617, 0.8152890679327616, 2012.08.24 00:00:00
0, 1.25597, 1.25637, 1.2617, 0.4243731936272409, 2012.08.23 00:00:00
0, 1.25422, 1.25458, 1.25783, 0.2591251933472576, 2012.08.22 00:00:00
1, 1.24661, 1.24703, 1.25783, 0.8663495399523444, 2012.08.21 00:00:00
1, 1.2355, 1.23594, 1.25597, 1.621205989477944, 2012.08.20 00:00:00
1, 1.23325, 1.23349, 1.25597, 1.822825866612613, 2012.08.19 00:00:00
1, 1.23327, 1.23367, 1.25597, 1.808200961671003, 2012.08.17 00:00:00
1, 1.23455, 1.23485, 1.25597, 1.710744805799686, 2012.08.16 00:00:00
1, 1.22885, 1.22926, 1.25597, 2.173576921511984, 2012.08.15 00:00:00
1, 1.23225, 1.23255, 1.25597, 1.900588354635828, 2012.08.14 00:00:00
1, 1.23447, 1.23477, 1.25597, 1.71733618475946, 2012.08.13 00:00:00
1, 1.22946, 1.22969, 1.25422, 1.995184877913894, 2012.08.12 00:00:00
1, 1.22884, 1.22923, 1.24661, 1.414341981055318, 2012.08.10 00:00:00
0, 1.23003, 1.23033, 1.2355, 0.4203149516678552, 2012.08.09 00:00:00
0, 1.23815, 1.23845, 1.23455, -0.3149860679239199, 2012.08.08 00:00:00
0, 1.2396, 1.24011, 1.23815, -0.1581155211358472, 2012.08.07 00:00:00
0, 1.23994, 1.2403, 1.2396, -0.05645434456505338, 2012.08.06 00:00:00
0, 1.23944, 1.23984, 1.23994, 0.008068159814108708, 2012.08.05 00:00:00
0, 1.23848, 1.23908, 1.23994, 0.06943995865900805, 2012.08.03 00:00:00
1, 1.21738, 1.21783, 1.23994, 1.816195436100484, 2012.08.02 00:00:00
1, 1.22448, 1.22492, 1.23994, 1.226643146478508, 2012.08.01 00:00:00
1, 1.22953, 1.22983, 1.23994, 0.8222654184932506, 2012.07.31 00:00:00
1, 1.22826, 1.22868, 1.23994, 0.9167440118541717, 2012.07.30 00:00:00
1, 1.22875, 1.22898, 1.23994, 0.8919633774160798, 2012.07.29 00:00:00
1, 1.23211, 1.23261, 1.23994, 0.5949144151090453, 2012.07.27 00:00:00
1, 1.22871, 1.22912, 1.23994, 0.8805983511162155, 2012.07.26 00:00:00
1, 1.21371, 1.21392, 1.23944, 2.102643959430176, 2012.07.25 00:00:00
1, 1.2068, 1.2072, 1.23848, 2.591978786874376, 2012.07.24 00:00:00
1, 1.21222, 1.21261, 1.23211, 1.608618897559855, 2012.07.23 00:00:00
1, 1.21116, 1.2114, 1.23211, 1.709930975263384, 2012.07.22 00:00:00
1, 1.21551, 1.21608, 1.23211, 1.318787998453323, 2012.07.20 00:00:00
0, 1.22642, 1.22677, 1.23211, 0.4354136429608046, 2012.07.19 00:00:00
0, 1.22945, 1.22983, 1.23211, 0.1854487779088259, 2012.07.18 00:00:00
0, 1.22927, 1.22964, 1.23211, 0.2009322606099532, 2012.07.17 00:00:00
0, 1.22933, 1.22965, 1.22945, -0.01626902459064694, 2012.07.16 00:00:00
0, 1.22425, 1.22457, 1.22945, 0.3986113947314497, 2012.07.15 00:00:00
0, 1.22485, 1.22519, 1.22945, 0.3477976895129959, 2012.07.13 00:00:00
1, 1.22029, 1.22075, 1.22945, 0.7129452834981791, 2012.07.12 00:00:00
0, 1.2238, 1.22418, 1.22945, 0.4306259192678449, 2012.07.11 00:00:00
0, 1.22628, 1.22658, 1.22945, 0.2340411651498784, 2012.07.10 00:00:00
0, 1.2295, 1.22998, 1.22945, -0.04310695404637181, 2012.07.09 00:00:00
0, 1.2287, 1.22903, 1.2295, 0.038251810857019, 2012.07.08 00:00:00
0, 1.22875, 1.22918, 1.2295, 0.02604272634792252, 2012.07.06 00:00:00
0, 1.23789, 1.23843, 1.2295, -0.7213888148381425, 2012.07.05 00:00:00
